district,crop,season,sowing_date,harvest_date,season_total_rainfall_mm,season_avg_temp_c,season_avg_humidity,soil_pH,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,organic_carbon_pct,soil_moisture_pct,yield_kg_per_ha,harvest_days,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha
Balangir,Cotton,Rabi,2025-11-15,2026-03-15,526,21.02,48.19,6.36,331,47,224,0.52,33.0,5189,120,57,56,51
Balangir,Cotton,Rabi,2017-11-15,2018-03-15,563,20.25,51.72,6.69,290,44,241,1.01,27.72,4021,120,68,44,41
Balangir,Cotton,Rabi,2022-11-15,2023-03-15,434,17.94,48.12,7.04,237,41,261,0.57,20.06,5930,120,48,38,40
Balangir,Mustard,Kharif,2024-06-15,2024-10-30,841,20.7,76.96,7.28,363,59,176,1.14,26.18,5708,137,41,66,33
Balangir,Mustard,Summer,2021-03-20,2021-06-10,554,16.2,62.62,6.21,366,29,265,0.87,23.84,4686,82,70,50,44
Balangir,Vegetables,Rabi,2023-11-15,2024-03-15,324,19.03,48.01,7.18,320,35,177,0.69,22.62,5768,121,95,47,31
Balangir,Rice,Rabi,2022-11-15,2023-03-15,414,19.28,64.54,7.29,340,55,157,0.5,27.61,4719,120,132,61,31
Balangir,Sugarcane,Kharif,2025-06-15,2025-10-30,874,21.15,76.9,6.08,338,29,182,0.88,20.4,4396,137,55,39,28
Balangir,Pulses,Rabi,2020-11-15,2021-03-15,362,18.62,64.45,6.1,329,20,197,0.5,30.29,2479,120,79,47,42
Balangir,Maize,Rabi,2020-11-15,2021-03-15,430,27.06,59.09,6.09,370,31,228,0.8,29.05,3949,120,100,33,32
Balangir,Groundnut,Summer,2018-03-20,2018-06-10,321,16.11,55.91,5.58,374,49,288,0.69,16.35,4040,82,52,52,46
Balangir,Vegetables,Rabi,2021-11-15,2022-03-15,461,16.07,63.98,6.51,388,36,284,0.99,25.55,5594,120,57,59,39
Balangir,Mustard,Rabi,2020-11-15,2021-03-15,338,18.68,56.17,6.03,373,44,177,1.18,15.41,4317,120,54,46,43
Balangir,Mustard,Summer,2024-03-20,2024-06-10,260,27.64,50.48,5.77,203,57,268,1.12,31.53,4558,82,60,42,33
Balangir,Mustard,Rabi,2025-11-15,2026-03-15,460,25.15,57.93,5.62,207,37,246,0.78,24.67,4346,120,81,54,47
Balangir,Groundnut,Kharif,2016-06-15,2016-10-30,963,32.17,67.78,7.03,215,37,254,0.78,21.02,3750,137,63,56,32
Balangir,Cotton,Kharif,2021-06-15,2021-10-30,854,30.97,67.68,7.39,250,47,267,1.03,25.35,3298,137,81,51,32
Balangir,Vegetables,Summer,2017-03-20,2017-06-10,336,17.09,40.13,7.1,271,50,250,0.86,17.18,5819,82,81,52,27
Balangir,Mustard,Summer,2023-03-20,2023-06-10,233,17.91,63.95,5.86,204,38,276,0.85,19.43,2963,82,85,66,34
Balangir,Mustard,Rabi,2022-11-15,2023-03-15,508,15.36,47.36,5.81,388,50,172,0.54,25.6,3516,120,97,45,54
Balangir,Mustard,Rabi,2015-11-15,2016-03-15,418,22.61,46.24,5.7,375,34,243,1.2,32.29,2525,121,49,65,45
Balangir,Groundnut,Rabi,2019-11-15,2020-03-15,437,15.44,68.65,7.28,202,51,271,0.8,25.17,4455,121,82,39,60
Balangir,Maize,Summer,2024-03-20,2024-06-10,470,26.89,59.84,7.32,398,32,212,0.76,30.88,2008,82,57,73,46
Balangir,Cotton,Summer,2018-03-20,2018-06-10,369,25.46,44.81,7.28,370,46,165,0.8,30.88,2999,82,96,74,26
Balangir,Pulses,Summer,2024-03-20,2024-06-10,393,15.78,56.96,5.99,207,21,259,0.95,20.48,3970,82,88,68,41
Balangir,Vegetables,Rabi,2016-11-15,2017-03-15,292,21.47,60.51,6.11,349,44,231,0.94,30.58,5217,120,63,68,46
Balangir,Cotton,Rabi,2019-11-15,2020-03-15,380,18.78,47.82,7.45,281,52,229,0.8,22.86,3346,121,91,76,60
Balangir,Vegetables,Rabi,2023-11-15,2024-03-15,260,24.02,66.14,6.2,388,33,181,1.04,20.83,4217,121,53,40,44
Balangir,Cotton,Summer,2020-03-20,2020-06-10,525,21.54,62.39,6.09,294,46,168,0.76,24.04,2962,82,44,52,38
Balangir,Groundnut,Rabi,2022-11-15,2023-03-15,256,21.75,50.97,6.94,295,36,180,1.1,27.02,4866,120,97,32,38
Balangir,Vegetables,Rabi,2025-11-15,2026-03-15,526,21.27,67.63,7.0,360,44,232,0.97,26.76,2799,120,62,36,40
Balangir,Sugarcane,Kharif,2023-06-15,2023-10-30,1478,31.35,72.63,5.52,376,57,160,0.52,29.77,3720,137,42,78,35
Balangir,Groundnut,Rabi,2018-11-15,2019-03-15,422,18.0,68.33,6.67,270,49,230,0.7,20.05,3887,120,40,32,22
Balangir,Rice,Rabi,2020-11-15,2021-03-15,276,17.25,63.13,6.85,258,46,175,1.0,20.28,3828,120,143,67,41
Balangir,Pulses,Kharif,2022-06-15,2022-10-30,917,20.02,63.94,5.59,268,30,176,1.13,24.25,4128,137,62,36,55
Balangir,Groundnut,Summer,2017-03-20,2017-06-10,550,15.65,63.79,6.03,292,49,179,0.84,27.6,2177,82,71,36,53
Balangir,Sugarcane,Rabi,2024-11-15,2025-03-15,535,21.51,46.85,6.21,225,42,181,0.86,22.58,3220,120,62,37,49
Balangir,Groundnut,Rabi,2024-11-15,2025-03-15,380,24.61,58.47,5.82,354,44,249,1.11,20.52,3691,120,74,34,51
Balangir,Maize,Kharif,2019-06-15,2019-10-30,1091,22.66,65.86,7.0,260,26,245,0.98,20.92,4071,137,41,38,31
Balangir,Pulses,Kharif,2016-06-15,2016-10-30,920,26.5,82.01,5.8,239,58,198,0.62,31.46,4727,137,97,61,44
Balangir,Sugarcane,Kharif,2021-06-15,2021-10-30,1384,24.15,84.47,6.56,346,25,230,1.09,25.52,5307,137,40,71,32
Balangir,Cotton,Rabi,2022-11-15,2023-03-15,442,18.74,63.35,7.08,338,42,185,0.97,23.8,4191,120,80,38,37
Balangir,Groundnut,Kharif,2019-06-15,2019-10-30,1418,20.6,78.53,6.34,367,22,284,0.59,21.92,2156,137,51,46,50
Balangir,Vegetables,Kharif,2025-06-15,2025-10-30,1146,22.28,71.2,6.78,345,47,262,1.11,24.8,3158,137,48,49,24
Balangir,Pulses,Kharif,2021-06-15,2021-10-30,1084,22.35,64.68,6.52,217,47,192,0.76,21.82,4481,137,63,79,60
Balangir,Sugarcane,Kharif,2018-06-15,2018-10-30,1173,26.69,68.76,6.56,339,20,232,0.64,24.19,4708,137,50,61,37
Balangir,Sugarcane,Kharif,2016-06-15,2016-10-30,890,23.94,83.09,5.53,239,23,246,0.78,33.6,2904,137,80,47,20
Balangir,Maize,Rabi,2021-11-15,2022-03-15,482,25.68,47.7,5.6,248,58,185,1.07,28.99,5806,120,75,54,58
Balangir,Cotton,Summer,2017-03-20,2017-06-10,481,16.06,49.61,6.82,335,20,300,0.92,34.69,5754,82,64,42,59
Balangir,Vegetables,Summer,2024-03-20,2024-06-10,331,22.01,44.69,6.74,209,33,220,0.91,17.09,2220,82,71,65,49
Balangir,Sugarcane,Rabi,2021-11-15,2022-03-15,255,17.91,64.43,6.38,217,31,228,0.59,31.88,4914,120,61,77,24
Balangir,Pulses,Kharif,2022-06-15,2022-10-30,1518,27.57,83.12,6.3,221,23,174,1.18,26.4,5025,137,76,80,24
Balangir,Mustard,Rabi,2018-11-15,2019-03-15,359,17.67,51.31,5.71,245,24,212,1.15,27.09,3072,120,82,73,31
Balangir,Sugarcane,Summer,2019-03-20,2019-06-10,543,18.25,61.55,5.9,368,41,212,1.11,30.89,4116,82,81,70,43
Balangir,Vegetables,Summer,2017-03-20,2017-06-10,421,21.27,42.85,6.13,287,22,218,1.06,18.99,3609,82,54,39,31
Balangir,Sugarcane,Summer,2020-03-20,2020-06-10,268,19.15,45.06,6.38,254,37,285,1.1,15.13,3727,82,87,38,53
Balangir,Mustard,Summer,2023-03-20,2023-06-10,343,15.73,50.34,6.98,203,57,233,0.64,30.71,5770,82,62,52,53
Balangir,Rice,Rabi,2022-11-15,2023-03-15,203,25.39,65.62,6.41,253,24,157,0.57,26.89,3766,120,85,75,27
Balangir,Maize,Summer,2019-03-20,2019-06-10,233,27.47,40.55,6.62,394,29,235,1.04,29.83,4345,82,86,30,25
Balangir,Cotton,Rabi,2022-11-15,2023-03-15,233,19.46,63.08,6.58,349,52,166,1.08,21.78,5251,120,81,48,36
Balangir,Cotton,Kharif,2022-06-15,2022-10-30,928,28.02,76.24,7.29,210,40,218,0.51,29.99,4853,137,60,39,56
Balangir,Pulses,Kharif,2016-06-15,2016-10-30,1523,20.89,77.11,7.0,246,34,235,0.73,32.57,4997,137,43,34,31
Balangir,Vegetables,Kharif,2016-06-15,2016-10-30,1153,33.06,76.56,6.38,261,47,232,0.88,27.14,5199,137,49,78,47
Balangir,Rice,Kharif,2015-06-15,2015-10-30,1219,33.31,64.43,6.88,319,57,151,0.58,26.64,3553,137,113,74,38
Balangir,Groundnut,Summer,2017-03-20,2017-06-10,428,23.72,65.51,5.82,389,46,252,0.65,33.9,4585,82,53,60,44
Balangir,Vegetables,Summer,2018-03-20,2018-06-10,578,26.28,48.74,5.65,362,50,206,0.99,25.21,3745,82,57,66,42
Balangir,Rice,Kharif,2019-06-15,2019-10-30,1130,24.74,62.34,5.75,383,53,294,0.58,29.88,2456,137,86,69,47
Balangir,Groundnut,Kharif,2017-06-15,2017-10-30,1493,32.21,82.04,6.41,208,57,283,0.95,21.36,4596,137,97,60,45
Balangir,Maize,Summer,2015-03-20,2015-06-10,221,24.77,65.21,6.81,279,39,207,1.0,34.13,2705,82,82,66,46
Balangir,Sugarcane,Summer,2020-03-20,2020-06-10,515,19.91,54.73,6.5,232,41,287,0.6,19.35,4006,82,97,63,40
Balasore,Maize,Summer,2025-03-20,2025-06-10,237,19.62,52.64,5.64,326,47,219,1.15,18.63,2841,82,99,68,25
Balasore,Maize,Kharif,2015-06-15,2015-10-30,1256,23.06,82.85,6.94,257,51,246,1.1,20.95,4889,137,59,58,36
Balasore,Mustard,Kharif,2016-06-15,2016-10-30,1409,31.01,70.6,5.92,268,23,269,1.17,26.36,3004,137,65,48,48
Balasore,Maize,Rabi,2019-11-15,2020-03-15,533,27.02,68.15,6.26,254,21,163,1.0,31.53,5774,121,67,51,53
Balasore,Vegetables,Summer,2023-03-20,2023-06-10,376,22.21,52.1,5.73,210,35,184,0.81,30.59,3147,82,51,38,35
Balasore,Vegetables,Rabi,2022-11-15,2023-03-15,413,15.96,55.08,6.07,225,56,248,0.69,26.62,5738,120,46,47,45
Balasore,Mustard,Rabi,2021-11-15,2022-03-15,331,26.65,44.73,6.5,213,44,179,0.97,21.39,3855,120,57,71,55
Balasore,Cotton,Rabi,2017-11-15,2018-03-15,477,19.06,65.46,5.69,236,57,198,0.93,19.71,2047,120,46,74,51
Balasore,Rice,Kharif,2021-06-15,2021-10-30,1372,25.74,64.45,7.46,334,28,234,0.61,30.96,3312,137,117,42,59
Balasore,Sugarcane,Rabi,2016-11-15,2017-03-15,335,22.19,41.59,6.78,363,37,174,0.5,33.41,4646,120,81,40,43
Balasore,Mustard,Rabi,2024-11-15,2025-03-15,319,24.16,53.83,6.31,364,56,273,1.11,32.48,2093,120,52,33,33
Balasore,Mustard,Summer,2023-03-20,2023-06-10,553,24.89,45.73,7.47,220,25,232,0.99,16.15,4302,82,47,31,53
Balasore,Mustard,Summer,2018-03-20,2018-06-10,294,21.48,54.24,7.23,375,58,300,0.95,22.8,3954,82,82,41,28
Balasore,Vegetables,Summer,2023-03-20,2023-06-10,580,27.21,52.02,6.58,272,29,269,0.57,24.3,5738,82,65,46,50
Balasore,Groundnut,Kharif,2016-06-15,2016-10-30,996,28.08,65.43,5.68,398,35,184,0.89,25.62,2419,137,74,69,44
Balasore,Groundnut,Rabi,2020-11-15,2021-03-15,543,26.11,41.76,5.79,373,52,296,0.68,20.19,5109,120,69,75,54
Balasore,Mustard,Summer,2021-03-20,2021-06-10,346,22.63,47.4,5.75,338,35,200,0.77,34.8,3863,82,60,52,44
Balasore,Sugarcane,Rabi,2025-11-15,2026-03-15,253,20.6,46.44,6.87,286,52,223,1.18,32.64,5843,120,48,37,28
Balasore,Vegetables,Summer,2019-03-20,2019-06-10,368,20.16,55.25,6.67,344,24,243,0.84,17.92,4215,82,90,56,32
Balasore,Pulses,Kharif,2018-06-15,2018-10-30,1277,23.44,82.6,5.52,367,51,250,1.13,16.48,4267,137,67,72,52
Balasore,Vegetables,Rabi,2018-11-15,2019-03-15,286,25.97,68.66,7.39,344,48,259,0.88,19.9,5260,120,40,58,59
Balasore,Sugarcane,Summer,2023-03-20,2023-06-10,317,20.07,41.31,6.13,327,48,180,0.87,22.94,5058,82,70,63,60
Balasore,Groundnut,Summer,2015-03-20,2015-06-10,373,23.66,65.21,7.4,262,32,288,0.81,19.57,3910,82,95,74,43
Balasore,Cotton,Summer,2016-03-20,2016-06-10,529,25.53,57.42,6.59,390,20,173,1.18,21.98,5731,82,67,71,25
Balasore,Sugarcane,Rabi,2020-11-15,2021-03-15,586,27.9,43.44,6.1,349,27,181,1.13,28.63,3440,120,100,38,54
Balasore,Sugarcane,Summer,2022-03-20,2022-06-10,339,24.17,53.1,6.11,327,27,248,0.63,26.22,3894,82,51,73,29
Balasore,Mustard,Summer,2017-03-20,2017-06-10,459,27.27,55.43,7.3,325,22,244,0.9,27.24,5986,82,75,45,24
Balasore,Rice,Summer,2022-03-20,2022-06-10,540,17.42,62.97,5.61,359,41,187,1.0,16.93,3781,82,100,76,20
Balasore,Groundnut,Kharif,2017-06-15,2017-10-30,920,30.25,61.14,7.31,338,50,201,0.64,30.53,2480,137,92,70,56
Balasore,Maize,Summer,2018-03-20,2018-06-10,595,21.91,46.22,7.0,250,44,277,0.76,22.8,2479,82,73,37,35
Balasore,Vegetables,Summer,2015-03-20,2015-06-10,351,24.11,44.01,6.9,248,34,169,0.98,17.3,3613,82,43,37,44
Balasore,Sugarcane,Rabi,2021-11-15,2022-03-15,416,24.14,43.52,6.57,328,42,193,0.88,27.69,3695,120,80,77,40
Balasore,Maize,Rabi,2025-11-15,2026-03-15,371,22.7,40.63,6.05,357,32,234,1.17,26.49,5029,120,86,49,30
Balasore,Groundnut,Summer,2024-03-20,2024-06-10,471,21.37,64.93,6.12,238,58,170,0.66,25.79,2510,82,74,63,43
Balasore,Rice,Rabi,2022-11-15,2023-03-15,202,15.01,63.14,6.74,233,21,269,1.06,16.02,3623,120,88,53,44
Balasore,Rice,Summer,2016-03-20,2016-06-10,410,26.59,49.21,5.78,332,41,167,1.0,15.33,3838,82,100,72,50
Balasore,Mustard,Summer,2018-03-20,2018-06-10,530,18.17,53.29,7.42,342,54,300,1.2,17.2,3674,82,51,54,47
Balasore,Vegetables,Summer,2021-03-20,2021-06-10,572,18.08,62.96,6.54,224,45,234,0.57,18.12,3621,82,43,51,35
Balasore,Rice,Rabi,2020-11-15,2021-03-15,550,15.47,50.54,7.21,221,54,282,1.02,17.71,2901,120,132,32,20
Balasore,Rice,Kharif,2017-06-15,2017-10-30,1343,27.45,82.28,6.86,320,22,297,0.62,24.74,4757,137,116,51,25
Balasore,Cotton,Summer,2016-03-20,2016-06-10,557,17.59,43.38,5.69,268,39,257,1.16,25.8,2975,82,62,79,26
Balasore,Vegetables,Summer,2017-03-20,2017-06-10,491,18.73,41.23,5.57,287,58,241,0.96,26.6,3395,82,96,59,44
Balasore,Vegetables,Kharif,2015-06-15,2015-10-30,1595,23.93,82.67,6.82,239,41,181,0.51,28.16,4084,137,48,57,35
Balasore,Pulses,Summer,2023-03-20,2023-06-10,244,17.5,67.31,6.86,201,21,178,0.95,30.83,4961,82,89,52,59
Balasore,Mustard,Kharif,2024-06-15,2024-10-30,1523,28.29,75.4,5.72,359,45,294,0.54,30.21,5903,137,93,61,57
Balasore,Cotton,Rabi,2023-11-15,2024-03-15,417,18.02,56.14,6.61,250,24,152,0.58,31.2,2280,121,51,53,59
Balasore,Rice,Kharif,2017-06-15,2017-10-30,1515,25.56,72.76,7.18,221,37,259,0.75,18.76,4474,137,110,34,42
Balasore,Rice,Summer,2016-03-20,2016-06-10,580,20.83,55.02,7.14,243,41,236,0.63,21.66,4481,82,104,79,60
Balasore,Groundnut,Kharif,2017-06-15,2017-10-30,1058,27.54,83.85,5.56,375,60,262,0.73,28.27,2809,137,43,55,35
Balasore,Cotton,Summer,2017-03-20,2017-06-10,344,17.01,68.71,6.51,397,40,290,0.78,28.88,4671,82,58,40,35
Balasore,Maize,Kharif,2023-06-15,2023-10-30,1248,26.39,82.37,6.05,362,34,216,0.88,33.78,2270,137,40,34,28
Balasore,Pulses,Kharif,2020-06-15,2020-10-30,1306,20.11,66.58,5.67,266,57,264,0.78,32.83,3018,137,61,51,45
Balasore,Maize,Rabi,2016-11-15,2017-03-15,476,21.05,65.42,5.76,280,44,297,1.2,31.97,2430,120,53,67,32
Balasore,Vegetables,Summer,2025-03-20,2025-06-10,559,15.38,48.49,6.08,224,43,154,1.02,33.59,5525,82,68,59,60
Balasore,Vegetables,Kharif,2024-06-15,2024-10-30,804,32.85,66.27,6.54,202,39,260,1.1,31.68,4219,137,54,79,30
Balasore,Vegetables,Rabi,2018-11-15,2019-03-15,564,27.45,66.84,6.75,202,20,293,1.01,25.84,4706,120,42,77,22
Balasore,Rice,Kharif,2016-06-15,2016-10-30,1144,34.96,75.2,7.29,383,35,201,0.74,26.06,2718,137,132,74,22
Balasore,Groundnut,Summer,2016-03-20,2016-06-10,437,24.96,56.31,6.97,373,58,187,0.65,25.68,5961,82,50,76,43
Balasore,Groundnut,Kharif,2017-06-15,2017-10-30,1242,34.69,62.13,6.57,358,45,184,0.6,24.89,4253,137,77,45,51
Balasore,Pulses,Summer,2016-03-20,2016-06-10,408,15.62,58.23,6.24,374,32,229,1.15,17.14,3733,82,49,74,45
Balasore,Sugarcane,Rabi,2021-11-15,2022-03-15,431,17.79,56.99,6.88,392,47,205,0.62,20.18,4599,120,88,73,45
Balasore,Mustard,Kharif,2022-06-15,2022-10-30,1452,20.65,66.32,5.54,311,44,270,1.1,32.3,3495,137,72,66,47
Balasore,Pulses,Kharif,2020-06-15,2020-10-30,1405,31.29,62.25,6.72,343,35,171,0.52,15.43,5193,137,97,73,39
Balasore,Mustard,Rabi,2023-11-15,2024-03-15,420,21.58,54.83,6.29,332,26,209,0.96,24.96,3462,121,47,63,27
Balasore,Rice,Kharif,2023-06-15,2023-10-30,1307,25.45,77.07,6.91,321,44,256,0.65,27.75,3038,137,141,73,53
Balasore,Mustard,Summer,2023-03-20,2023-06-10,488,20.76,68.65,6.81,261,43,251,0.99,16.27,2986,82,91,74,30
Balasore,Cotton,Rabi,2015-11-15,2016-03-15,457,23.08,66.95,5.89,354,58,180,0.61,34.63,5954,121,62,71,57
Balasore,Maize,Summer,2016-03-20,2016-06-10,572,22.43,60.94,6.65,376,56,253,0.98,30.16,5323,82,100,63,36
Balasore,Groundnut,Rabi,2016-11-15,2017-03-15,283,24.79,59.36,7.1,240,22,260,0.76,28.59,3157,120,56,80,23
Balasore,Cotton,Kharif,2021-06-15,2021-10-30,1469,26.0,69.55,6.0,306,35,201,1.02,18.26,2787,137,85,75,38
Balasore,Cotton,Rabi,2025-11-15,2026-03-15,410,23.94,61.05,7.15,395,53,195,0.64,30.51,5612,120,54,72,58
Balasore,Maize,Rabi,2025-11-15,2026-03-15,238,25.71,67.94,6.92,368,60,271,1.18,28.33,3971,120,96,40,34
Balasore,Pulses,Summer,2020-03-20,2020-06-10,335,16.68,62.04,5.82,361,42,300,1.04,34.23,2763,82,94,69,43
Balasore,Maize,Rabi,2020-11-15,2021-03-15,319,18.13,68.52,7.0,314,58,240,1.19,17.57,5210,120,40,62,44
Balasore,Pulses,Kharif,2023-06-15,2023-10-30,1361,24.15,64.18,6.73,343,22,236,0.57,18.64,5183,137,46,32,20
Balasore,Pulses,Kharif,2017-06-15,2017-10-30,1133,20.72,71.15,6.29,301,49,256,1.07,19.58,2959,137,74,60,55
Balasore,Cotton,Kharif,2021-06-15,2021-10-30,1139,34.28,68.19,7.2,372,58,193,0.89,34.29,2608,137,78,63,52
Balasore,Groundnut,Summer,2024-03-20,2024-06-10,357,15.5,54.28,5.93,286,41,269,0.82,17.34,4384,82,65,63,58
Balasore,Pulses,Rabi,2018-11-15,2019-03-15,527,17.51,62.04,6.88,345,32,245,1.06,29.74,2237,120,72,68,32
Balasore,Rice,Summer,2021-03-20,2021-06-10,470,23.46,63.37,6.8,282,37,267,0.61,17.31,3682,82,100,59,22
Balasore,Mustard,Kharif,2023-06-15,2023-10-30,1434,34.37,75.34,7.33,395,28,246,1.2,20.15,3025,137,81,69,25
Balasore,Mustard,Kharif,2019-06-15,2019-10-30,1448,21.09,65.84,7.08,342,36,293,1.04,27.03,2262,137,92,35,57
Balasore,Vegetables,Summer,2025-03-20,2025-06-10,546,18.13,48.36,5.97,331,29,258,0.8,22.97,4443,82,90,33,49
Balasore,Pulses,Rabi,2016-11-15,2017-03-15,229,18.91,66.43,7.09,266,26,187,0.74,16.9,2763,120,76,59,54
Balasore,Sugarcane,Summer,2024-03-20,2024-06-10,397,20.94,61.82,6.23,240,44,295,0.69,33.64,2008,82,55,49,60
Balasore,Rice,Rabi,2018-11-15,2019-03-15,548,23.26,46.83,6.28,396,55,189,0.73,32.02,5011,120,145,62,51
Balasore,Maize,Rabi,2024-11-15,2025-03-15,476,26.08,44.37,6.89,272,48,286,1.05,32.87,5869,120,84,51,20
Balasore,Cotton,Rabi,2020-11-15,2021-03-15,416,18.92,57.66,6.85,247,23,176,1.07,34.23,4812,120,63,38,40
Balasore,Maize,Rabi,2015-11-15,2016-03-15,278,22.45,54.12,7.18,364,28,257,0.68,31.93,3293,121,44,64,41
Balasore,Maize,Rabi,2025-11-15,2026-03-15,234,23.63,54.51,5.57,366,36,278,1.0,28.69,3170,120,99,46,47
Balasore,Vegetables,Rabi,2021-11-15,2022-03-15,412,21.45,62.62,6.9,208,21,227,0.53,31.31,3828,120,88,57,45
Balasore,Groundnut,Summer,2018-03-20,2018-06-10,210,21.21,48.97,6.85,263,38,161,0.89,29.69,2513,82,54,80,56
Balasore,Rice,Kharif,2018-06-15,2018-10-30,1597,32.24,61.9,6.99,396,48,254,0.72,20.22,3187,137,136,67,45
Balasore,Pulses,Summer,2025-03-20,2025-06-10,361,20.14,55.07,5.7,282,51,199,0.96,22.82,5577,82,69,79,31
Balasore,Vegetables,Summer,2017-03-20,2017-06-10,267,26.13,60.9,6.77,323,55,225,0.52,27.58,3936,82,88,47,55
Balasore,Vegetables,Kharif,2021-06-15,2021-10-30,1126,28.94,68.92,6.42,358,56,291,1.05,33.04,5898,137,64,56,37
Balasore,Vegetables,Kharif,2025-06-15,2025-10-30,1017,25.66,72.38,7.29,399,39,228,0.53,30.97,3773,137,47,74,32
Balasore,Mustard,Kharif,2025-06-15,2025-10-30,1307,28.97,69.57,5.96,373,42,254,0.65,32.86,2193,137,82,56,54
Balasore,Vegetables,Rabi,2024-11-15,2025-03-15,307,15.47,69.55,6.75,350,29,202,0.83,18.6,5820,120,73,67,52
Balasore,Groundnut,Rabi,2025-11-15,2026-03-15,399,22.64,57.14,7.46,295,42,178,0.84,24.8,5387,120,41,49,29
Balasore,Maize,Kharif,2023-06-15,2023-10-30,1493,33.83,80.64,6.41,266,56,182,0.81,21.95,3954,137,86,49,50
Balasore,Sugarcane,Summer,2024-03-20,2024-06-10,242,17.26,62.87,6.9,322,52,219,0.84,34.56,5970,82,73,41,60
Balasore,Pulses,Kharif,2018-06-15,2018-10-30,1241,25.62,65.95,7.08,320,27,167,0.74,33.31,3157,137,99,38,27
Balasore,Maize,Kharif,2025-06-15,2025-10-30,1252,33.92,78.1,7.38,347,39,207,0.85,15.62,5874,137,45,48,31
Balasore,Sugarcane,Summer,2024-03-20,2024-06-10,299,20.67,62.83,6.28,228,59,210,0.92,30.4,5398,82,83,58,39
Balasore,Groundnut,Rabi,2023-11-15,2024-03-15,366,26.85,51.19,5.67,224,30,234,1.05,25.3,3042,121,58,55,29
Balasore,Groundnut,Summer,2017-03-20,2017-06-10,461,23.51,55.05,7.08,392,57,184,1.17,18.96,3037,82,83,68,40
Balasore,Maize,Summer,2015-03-20,2015-06-10,551,22.99,45.28,6.41,255,21,249,0.96,23.87,5183,82,55,77,54
Balasore,Pulses,Rabi,2017-11-15,2018-03-15,260,22.23,44.93,6.11,247,42,288,0.78,30.94,3284,120,57,64,32
Balasore,Vegetables,Kharif,2025-06-15,2025-10-30,1237,33.19,71.5,6.25,332,31,262,0.97,34.31,3350,137,53,72,60
Balasore,Groundnut,Rabi,2024-11-15,2025-03-15,209,27.57,42.81,5.6,344,45,270,0.88,29.98,5551,120,82,47,25
Balasore,Groundnut,Rabi,2023-11-15,2024-03-15,234,19.81,64.92,5.75,367,53,155,0.9,29.62,3659,121,84,53,22
Balasore,Vegetables,Kharif,2023-06-15,2023-10-30,1443,25.09,84.37,5.68,243,43,165,0.61,24.4,3622,137,61,45,52
Balasore,Sugarcane,Rabi,2015-11-15,2016-03-15,529,21.77,45.45,5.68,209,44,165,0.59,19.7,5856,121,41,38,28
Balasore,Pulses,Kharif,2018-06-15,2018-10-30,1176,21.58,72.83,7.15,365,32,204,1.11,26.01,4985,137,60,44,60
Balasore,Mustard,Summer,2023-03-20,2023-06-10,266,19.68,46.22,6.21,346,25,155,0.61,28.02,4265,82,88,76,55
Balasore,Pulses,Summer,2020-03-20,2020-06-10,314,25.41,45.27,7.01,265,43,260,0.85,18.73,2456,82,42,56,22
Balasore,Groundnut,Rabi,2016-11-15,2017-03-15,322,21.44,52.69,6.63,227,55,185,0.9,30.67,5020,120,67,48,44
Balasore,Cotton,Rabi,2022-11-15,2023-03-15,479,26.73,50.18,6.19,279,38,292,0.55,21.63,2332,120,62,31,25
Balasore,Vegetables,Rabi,2017-11-15,2018-03-15,555,24.38,45.11,6.97,333,34,197,0.69,29.47,3433,120,60,45,60
Balasore,Mustard,Kharif,2021-06-15,2021-10-30,1003,20.23,68.55,5.84,337,56,175,0.89,27.02,4076,137,47,73,45
Balasore,Pulses,Kharif,2016-06-15,2016-10-30,1181,22.71,82.34,5.57,259,45,238,0.81,26.69,3899,137,47,56,33
Balasore,Groundnut,Rabi,2017-11-15,2018-03-15,455,20.75,50.42,6.81,287,26,162,0.7,30.14,3426,120,56,35,48
Balasore,Maize,Rabi,2018-11-15,2019-03-15,496,20.98,48.07,6.47,347,20,259,1.01,25.08,4229,120,53,42,26
Balasore,Maize,Rabi,2019-11-15,2020-03-15,477,17.54,52.21,6.27,344,37,282,0.55,16.48,4614,121,96,61,32
Balasore,Pulses,Kharif,2024-06-15,2024-10-30,1307,28.55,61.82,5.78,330,49,214,0.7,34.92,3357,137,100,31,37
Balasore,Pulses,Rabi,2025-11-15,2026-03-15,464,17.86,62.54,6.33,312,35,262,1.06,20.77,4143,120,67,37,28
Balasore,Mustard,Kharif,2018-06-15,2018-10-30,1563,26.95,75.6,6.98,319,50,158,0.98,23.4,2516,137,56,48,60
Balasore,Pulses,Kharif,2015-06-15,2015-10-30,1520,29.93,78.79,5.61,229,23,279,0.71,22.68,2136,137,81,57,60
Balasore,Groundnut,Kharif,2017-06-15,2017-10-30,877,28.39,77.16,5.73,269,36,296,1.1,25.97,5462,137,42,65,32
Balasore,Cotton,Rabi,2022-11-15,2023-03-15,580,27.43,54.96,7.2,280,21,245,0.63,30.02,3115,120,62,36,38
Balasore,Cotton,Kharif,2018-06-15,2018-10-30,1599,20.6,69.51,5.86,307,24,229,0.66,24.87,4182,137,99,37,38
